Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
309,DeMar DeRozan\derozde01,29-189,G-F,2/12/19,SAS,@,MEM,W,1,41,5,19,0.263,5,19,0.263,0,0,,2,3,0.667,1,5,6,5,1,0,1,3,12,4.8
310,DeMar DeRozan\derozde01,29-120,G-F,12/5/18,SAS,@,LAL,L,1,41,12,27,0.444,12,26,0.462,0,1,0,8,8,1,1,6,7,3,2,0,2,0,32,22.5
311,Spencer Dinwiddie\dinwisp01,25-353,G,3/25/19,BRK,@,POR,L,0,41,6,15,0.4,3,8,0.375,3,7,0.429,7,7,1,0,2,2,2,0,0,1,6,22,12.5
312,Spencer Dinwiddie\dinwisp01,25-264,G,12/26/18,BRK,,CHO,W,0,41,12,29,0.414,5,13,0.385,7,16,0.438,6,8,0.75,0,2,2,11,0,0,1,1,37,27.6
313,Damyean Dotson\dotsoda01,24-330,G,4/1/19,NYK,,CHI,W,1,41,6,8,0.75,0,1,0,6,7,0.857,0,0,,0,6,6,6,1,1,4,5,18,16.5
314,Damyean Dotson\dotsoda01,24-338,G,4/9/19,NYK,@,CHI,W,1,41,5,10,0.5,3,5,0.6,2,5,0.4,0,0,,0,5,5,4,0,0,2,2,12,8.5
315,Damyean Dotson\dotsoda01,24-308,G,3/10/19,NYK,@,MIN,L,1,41,10,19,0.526,6,10,0.6,4,9,0.444,2,2,1,2,4,6,6,2,0,3,2,26,21.7
316,Damyean Dotson\dotsoda01,24-183,G,11/5/18,NYK,,CHI,L,1,41,7,14,0.5,5,7,0.714,2,7,0.286,2,2,1,1,4,5,2,0,0,0,3,18,13.1
317,Damyean Dotson\dotsoda01,24-315,G,3/17/19,NYK,,LAL,W,1,41,10,20,0.5,7,10,0.7,3,10,0.3,2,2,1,0,6,6,1,0,0,2,2,25,14.7
318,Joel Embiid\embiijo01,25-004,C,3/20/19,PHI,,BOS,W,1,41,8,17,0.471,7,14,0.5,1,3,0.333,20,21,0.952,6,16,22,4,1,1,3,4,37,36.8
319,Terrance Ferguson\fergute01,20-238,G-F,1/10/19,OKC,@,SAS,L,1,41,7,12,0.583,0,2,0,7,10,0.7,0,0,,0,1,1,0,0,0,1,4,21,13.1
320,Danilo Gallinari\gallida01,30-094,F,11/10/18,LAC,,MIL,W,1,41,4,15,0.267,3,8,0.375,1,7,0.143,4,5,0.8,2,6,8,3,0,0,1,3,13,6.8
321,Marc Gasol\gasolma01,33-285,C,11/10/18,MEM,,PHI,W,1,41,7,21,0.333,4,16,0.25,3,5,0.6,1,2,0.5,6,6,12,6,2,0,1,3,18,15.7
322,Paul George\georgpa01,28-283,F,2/9/19,OKC,@,HOU,W,1,41,12,22,0.545,6,8,0.75,6,14,0.429,15,18,0.833,2,9,11,3,1,0,2,5,45,36.4
323,Paul George\georgpa01,28-288,F,2/14/19,OKC,@,NOP,L,1,41,11,29,0.379,8,12,0.667,3,17,0.176,3,3,1,0,7,7,6,1,1,3,3,28,15.9
324,Paul George\georgpa01,28-324,F,3/22/19,OKC,@,TOR,W,1,41,9,17,0.529,4,7,0.571,5,10,0.5,5,5,1,2,4,6,5,2,1,2,3,28,25.3
325,Aaron Gordon\gordoaa01,23-049,F,11/4/18,ORL,@,SAS,W,1,41,11,20,0.55,7,10,0.7,4,10,0.4,0,0,,2,6,8,0,1,0,1,3,26,18.4
326,Aaron Gordon\gordoaa01,23-203,F,4/7/19,ORL,@,BOS,W,1,41,6,13,0.462,6,9,0.667,0,4,0,2,2,1,3,4,7,2,1,2,2,3,14,11.2
327,Aaron Gordon\gordoaa01,23-168,F,3/3/19,ORL,@,CLE,L,1,41,7,16,0.438,6,11,0.545,1,5,0.2,0,0,,1,7,8,3,0,1,2,3,15,9
328,Jerami Grant\grantje01,24-347,F,2/22/19,OKC,,UTA,W,1,41,6,10,0.6,3,6,0.5,3,4,0.75,3,3,1,0,4,4,1,2,3,0,5,18,17.4
329,Jerami Grant\grantje01,25-006,F,3/18/19,OKC,,MIA,L,1,41,10,16,0.625,9,14,0.643,1,2,0.5,6,7,0.857,3,7,10,1,0,3,0,1,27,26
330,Draymond Green\greendr01,28-298,F,12/27/18,GSW,,POR,L,1,41,7,15,0.467,6,11,0.545,1,4,0.25,0,0,,4,7,11,7,1,1,3,5,15,13.8
331,Gerald Green\greenge01,32-355,G-F,1/16/19,HOU,,BRK,L,0,41,5,15,0.333,0,0,,5,15,0.333,0,0,,0,5,5,1,0,2,0,3,15,8.9
332,James Harden\hardeja01,29-111,G,12/15/18,HOU,@,MEM,W,1,41,9,14,0.643,6,7,0.857,3,7,0.429,11,13,0.846,0,12,12,10,2,0,5,1,32,32.2
333,James Harden\hardeja01,29-118,G,12/22/18,HOU,,SAS,W,1,41,12,34,0.353,5,15,0.333,7,19,0.368,8,9,0.889,2,2,4,10,2,0,3,4,39,26
334,James Harden\hardeja01,29-127,G,12/31/18,HOU,,MEM,W,1,41,8,19,0.421,2,7,0.286,6,12,0.5,21,27,0.778,1,9,10,13,2,0,9,3,43,34.8
335,James Harden\hardeja01,29-136,G,1/9/19,HOU,,MIL,L,1,41,13,30,0.433,7,14,0.5,6,16,0.375,10,11,0.909,1,10,11,6,2,1,9,4,42,25.8
336,James Harden\hardeja01,29-089,G,11/23/18,HOU,@,DET,L,1,41,9,27,0.333,6,16,0.375,3,11,0.273,12,14,0.857,1,1,2,8,0,1,7,5,33,15.2
337,James Harden\hardeja01,29-113,G,12/17/18,HOU,,UTA,W,1,41,14,31,0.452,10,19,0.526,4,12,0.333,15,16,0.938,0,6,6,5,5,0,5,4,47,34.2
338,Joe Harris\harrijo01,27-055,G,10/31/18,BRK,,DET,W,1,41,8,14,0.571,4,7,0.571,4,7,0.571,3,3,1,2,3,5,1,0,0,1,4,23,16.8
339,Joe Harris\harrijo01,27-111,G,12/26/18,BRK,,CHO,W,1,41,11,14,0.786,6,6,1,5,8,0.625,0,0,,1,4,5,2,2,0,2,2,27,24.1
340,Tobias Harris\harrito02,26-148,F,12/10/18,LAC,@,PHO,W,1,41,11,19,0.579,9,15,0.6,2,4,0.5,9,9,1,1,7,8,3,1,2,4,3,33,26.2
341,Tobias Harris\harrito02,26-094,F,10/17/18,LAC,,DEN,L,1,41,6,13,0.462,4,7,0.571,2,6,0.333,5,6,0.833,1,9,10,1,0,3,2,4,19,14.5
342,Buddy Hield\hieldbu01,26-072,G,2/27/19,SAC,,MIL,L,1,41,10,29,0.345,7,18,0.389,3,11,0.273,9,9,1,3,3,6,3,3,0,1,3,32,21.6
343,Buddy Hield\hieldbu01,25-311,G,10/24/18,SAC,,MEM,W,1,41,10,20,0.5,7,14,0.5,3,6,0.5,0,0,,2,5,7,2,0,0,3,2,23,13.5
344,Jrue Holiday\holidjr01,28-162,G,11/21/18,NOP,@,PHI,L,1,41,11,24,0.458,10,18,0.556,1,6,0.167,7,8,0.875,2,2,4,10,2,1,5,1,30,23.5
345,Jrue Holiday\holidjr01,28-218,G,1/16/19,NOP,@,GSW,L,1,41,8,19,0.421,4,10,0.4,4,9,0.444,5,8,0.625,1,5,6,7,1,1,0,2,25,21.7
346,Jrue Holiday\holidjr01,28-187,G,12/16/18,NOP,,MIA,L,1,41,8,19,0.421,4,11,0.364,4,8,0.5,2,2,1,1,1,2,4,3,1,3,6,22,14
347,Justin Holiday\holidju01,29-243,F,12/4/18,CHI,@,IND,L,1,41,5,11,0.455,2,5,0.4,3,6,0.5,2,2,1,3,3,6,3,1,0,1,0,15,14.4
348,Justin Holiday\holidju01,29-237,F,11/28/18,CHI,@,MIL,L,1,41,2,10,0.2,0,0,,2,10,0.2,2,4,0.5,2,4,6,4,2,0,2,2,8,5.6
349,Chandler Hutchison\hutchch01,22-274,G,1/25/19,CHI,,LAC,L,1,41,5,15,0.333,4,8,0.5,1,7,0.143,1,2,0.5,1,11,12,2,1,0,1,4,12,6.9
350,Serge Ibaka\ibakase01,29-117,F-C,1/13/19,TOR,@,WAS,W,1,41,3,9,0.333,1,6,0.167,2,3,0.667,2,3,0.667,0,4,4,0,1,1,2,4,10,3.8
351,Brandon Ingram\ingrabr01,21-172,F,2/21/19,LAL,,HOU,W,1,41,8,17,0.471,8,14,0.571,0,3,0,11,14,0.786,2,11,13,1,0,0,3,3,27,18.3
352,Brandon Ingram\ingrabr01,21-122,F,1/2/19,LAL,,OKC,L,1,41,8,21,0.381,8,19,0.421,0,2,0,1,2,0.5,1,10,11,5,0,1,4,3,17,7.8
353,Kyrie Irving\irvinky01,26-335,G,2/21/19,BOS,@,MIL,L,1,41,9,27,0.333,5,19,0.263,4,8,0.5,0,0,,1,0,1,5,2,2,0,2,22,13.5
354,Kyrie Irving\irvinky01,26-337,G,2/23/19,BOS,@,CHI,L,1,41,14,24,0.583,11,18,0.611,3,6,0.5,6,6,1,1,4,5,10,1,1,2,3,37,33.2
355,LeBron James\jamesle01,34-062,F-G,3/2/19,LAL,@,PHO,L,1,41,10,21,0.476,6,12,0.5,4,9,0.444,3,7,0.429,0,9,9,16,0,0,3,2,27,24.8
356,LeBron James\jamesle01,33-353,F-G,12/18/18,LAL,@,BRK,L,1,41,13,23,0.565,11,16,0.688,2,7,0.286,8,13,0.615,1,12,13,8,1,1,5,1,36,29.3
357,Tyus Jones\jonesty01,22-176,G,11/2/18,MIN,@,GSW,L,1,41,3,11,0.273,1,4,0.25,2,7,0.286,0,0,,2,3,5,9,2,0,0,2,8,11.3
358,DeAndre Jordan\jordade01,30-100,C,10/29/18,DAL,@,SAS,L,1,41,4,6,0.667,4,6,0.667,0,0,,0,2,0,1,18,19,2,1,1,3,3,8,9.6
359,Enes Kanter\kanteen01,26-169,C,11/5/18,NYK,,CHI,L,0,41,8,14,0.571,8,13,0.615,0,1,0,7,8,0.875,9,15,24,7,1,0,4,2,23,27.9
360,Enes Kanter\kanteen01,26-189,C,11/25/18,NYK,@,MEM,W,1,41,9,16,0.563,9,15,0.6,0,1,0,3,6,0.5,6,20,26,3,0,0,2,4,21,20.9
361,Kevin Knox\knoxke01,19-120,F,12/9/18,NYK,,CHO,L,0,41,10,25,0.4,6,17,0.353,4,8,0.5,2,2,1,3,12,15,0,1,0,0,2,26,18.4
362,Kevin Knox\knoxke01,19-140,F,12/29/18,NYK,@,UTA,L,1,41,4,12,0.333,1,8,0.125,3,4,0.75,1,2,0.5,1,4,5,1,0,1,1,1,12,6.7
363,Skal Labissiere\labissk01,23-023,F,4/10/19,POR,,SAC,W,1,41,12,17,0.706,10,15,0.667,2,2,1,3,4,0.75,4,11,15,1,2,1,2,5,29,27
364,Zach LaVine\lavinza01,23-247,G,11/12/18,CHI,,DAL,L,1,41,8,23,0.348,8,17,0.471,0,6,0,10,11,0.909,0,5,5,5,4,0,7,2,26,13.9
365,Damian Lillard\lillada01,28-140,G,12/2/18,POR,@,SAS,L,1,41,12,28,0.429,9,17,0.529,3,11,0.273,10,10,1,0,2,2,10,2,0,1,2,37,30
