Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
19714,Miles Bridges\bridgmi02,20-210,G-F,10/17/18,CHO,,MIL,L,0,15,0,1,0,0,0,,0,1,0,1,2,0.5,0,0,0,1,0,0,1,2,1,-1.2
19715,Miles Bridges\bridgmi02,20-297,G-F,1/12/19,CHO,@,SAC,L,0,15,1,6,0.167,1,4,0.25,0,2,0,0,0,,1,5,6,1,0,0,0,1,2,0.7
19716,Miles Bridges\bridgmi02,20-305,G-F,1/20/19,CHO,@,IND,L,0,15,3,4,0.75,1,1,1,2,3,0.667,0,0,,0,3,3,0,0,1,1,1,8,6.6
19717,Ryan Broekhoff\broekry01,28-229,F,4/9/19,DAL,,PHO,W,0,15,0,3,0,0,1,0,0,2,0,0,0,,0,1,1,0,1,0,4,0,0,-4.8
19718,Ryan Broekhoff\broekry01,28-217,F,3/28/19,DAL,@,MIA,L,0,15,3,6,0.5,0,0,,3,6,0.5,0,0,,0,1,1,0,0,1,2,1,9,4.6
19719,Dillon Brooks\brookdi01,22-284,F-G,11/2/18,MEM,@,UTA,W,0,15,3,6,0.5,3,4,0.75,0,2,0,0,0,,0,1,1,1,1,1,0,5,6,3.7
19720,Dillon Brooks\brookdi01,22-338,F-G,12/26/18,MEM,,CLE,W,0,15,1,3,0.333,1,2,0.5,0,1,0,0,2,0,0,2,2,0,0,0,1,1,2,-1.3
19721,MarShon Brooks\brookma01,29-315,G-F,12/7/18,MEM,@,NOP,W,0,15,3,5,0.6,3,4,0.75,0,1,0,1,2,0.5,1,0,1,0,1,0,0,0,7,6
19722,Bruce Brown\brownbr01,22-203,G,3/6/19,DET,,MIN,W,1,15,2,2,1,2,2,1,0,0,,0,0,,0,1,1,0,0,0,1,3,4,1.5
19723,Bruce Brown\brownbr01,22-108,G,12/1/18,DET,,GSW,W,0,15,1,3,0.333,1,3,0.333,0,0,,0,0,,0,1,1,1,1,0,1,5,2,-0.7
19724,Bruce Brown\brownbr01,22-128,G,12/21/18,DET,@,CHO,L,0,15,3,5,0.6,2,3,0.667,1,2,0.5,0,0,,0,1,1,3,0,3,0,5,7,7.2
19725,Bruce Brown\brownbr01,22-156,G,1/18/19,DET,,MIA,W,1,15,1,3,0.333,1,3,0.333,0,0,,0,0,,0,1,1,0,0,0,1,1,2,-0.8
19726,Bruce Brown\brownbr01,22-225,G,3/28/19,DET,,ORL,W,1,15,1,1,1,0,0,,1,1,1,0,0,,0,1,1,2,1,1,0,0,3,6.1
19727,Bruce Brown\brownbr01,22-212,G,3/15/19,DET,,LAL,W,1,15,1,2,0.5,1,2,0.5,0,0,,0,0,,0,2,2,0,1,1,1,1,2,1.9
19728,Lorenzo Brown\brownlo01,28-087,G,11/21/18,TOR,@,ATL,W,0,15,1,5,0.2,0,3,0,1,2,0.5,0,0,,0,2,2,2,0,0,2,1,3,-0.5
19729,Lorenzo Brown\brownlo01,28-112,G,12/16/18,TOR,@,DEN,L,0,15,2,7,0.286,2,5,0.4,0,2,0,0,0,,1,2,3,3,0,1,1,1,4,2.6
19730,Lorenzo Brown\brownlo01,28-061,G,10/26/18,TOR,,DAL,W,0,15,4,8,0.5,3,6,0.5,1,2,0.5,0,0,,0,1,1,1,2,0,1,2,9,6.2
19731,Sterling Brown\brownst02,24-040,G,3/22/19,MIL,,MIA,W,0,15,2,6,0.333,2,5,0.4,0,1,0,0,1,0,1,3,4,2,0,0,1,1,4,1.8
19732,Sterling Brown\brownst02,24-003,G,2/13/19,MIL,@,IND,W,0,15,0,0,,0,0,,0,0,,1,2,0.5,0,2,2,0,1,0,1,1,1,0.8
19733,Troy Brown\browntr01,19-141,G-F,12/16/18,WAS,,LAL,W,0,15,0,4,0,0,3,0,0,1,0,0,0,,0,2,2,1,3,0,1,2,0,-0.3
19734,Jalen Brunson\brunsja01,22-131,G,1/9/19,DAL,,PHO,W,0,15,3,6,0.5,2,4,0.5,1,2,0.5,0,0,,0,0,0,1,0,0,1,1,7,3.3
19735,Jalen Brunson\brunsja01,22-052,G,10/22/18,DAL,,CHI,W,0,15,2,7,0.286,0,3,0,2,4,0.5,0,0,,0,1,1,2,1,0,0,0,6,4.6
19736,Thomas Bryant\bryanth01,21-220,C,3/8/19,WAS,@,CHO,L,0,15,4,5,0.8,3,3,1,1,2,0.5,3,4,0.75,0,2,2,0,0,1,0,2,12,10.2
19737,Thomas Bryant\bryanth01,21-232,C,3/20/19,WAS,@,CHI,L,0,15,2,2,1,1,1,1,1,1,1,0,0,,0,6,6,0,0,2,1,0,5,6.6
19738,Thomas Bryant\bryanth01,21-221,C,3/9/19,WAS,@,MIN,L,0,15,3,7,0.429,3,5,0.6,0,2,0,2,2,1,2,2,4,2,0,1,0,2,8,7.6
19739,Trey Burke\burketr01,26-110,G,3/2/19,DAL,,MEM,L,0,15,2,6,0.333,2,4,0.5,0,2,0,0,0,,0,0,0,2,0,0,1,0,4,1
19740,Trey Burke\burketr01,26-015,G,11/27/18,NYK,@,DET,L,0,15,1,8,0.125,1,6,0.167,0,2,0,4,4,1,0,1,1,0,0,0,0,0,6,1.1
19741,Alec Burks\burksal01,27-203,G,2/8/19,SAC,,MIA,W,0,15,4,5,0.8,4,4,1,0,1,0,1,1,1,1,3,4,1,1,0,0,0,9,10.4
19742,Alec Burks\burksal01,27-110,G,11/7/18,UTA,,DAL,W,0,15,6,10,0.6,2,5,0.4,4,5,0.8,2,2,1,0,0,0,0,0,1,0,2,18,13.3
19743,Alec Burks\burksal01,27-099,G,10/27/18,UTA,@,NOP,W,0,15,2,4,0.5,1,2,0.5,1,2,0.5,2,2,1,0,2,2,1,1,1,1,1,7,6.6
19744,Deonte Burton\burtode02,25-041,G,3/13/19,OKC,,BRK,W,0,15,3,7,0.429,2,5,0.4,1,2,0.5,0,0,,0,2,2,0,1,0,0,1,7,4.5
19745,Bruno Caboclo\cabocbr01,23-165,F,3/5/19,MEM,,POR,W,1,15,0,2,0,0,0,,0,2,0,1,2,0.5,0,1,1,2,0,0,3,2,1,-2.9
19746,Jose Calderon\caldejo01,37-130,G,2/5/19,DET,@,NYK,W,0,15,3,3,1,3,3,1,0,0,,0,0,,0,0,0,1,0,0,0,2,6,5
19747,Kentavious Caldwell-Pope\caldwke01,26-012,G,3/2/19,LAL,@,PHO,L,0,15,2,5,0.4,2,3,0.667,0,2,0,0,0,,0,0,0,1,0,0,0,0,4,2
19748,Kentavious Caldwell-Pope\caldwke01,25-258,G,11/3/18,LAL,@,POR,W,0,15,3,4,0.75,2,3,0.667,1,1,1,0,0,,0,1,1,0,2,0,1,0,7,6.7
19749,Kentavious Caldwell-Pope\caldwke01,25-306,G,12/21/18,LAL,,NOP,W,0,15,2,6,0.333,1,2,0.5,1,4,0.25,0,0,,0,2,2,0,0,0,1,2,5,0.4
19750,Jevon Carter\carteje01,23-152,G,2/13/19,MEM,@,CHI,L,0,15,1,3,0.333,1,2,0.5,0,1,0,1,2,0.5,1,3,4,3,2,0,1,1,3,5.2
19751,Jevon Carter\carteje01,23-129,G,1/21/19,MEM,,NOP,L,0,15,0,1,0,0,1,0,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-0.4
19752,Jevon Carter\carteje01,23-122,G,1/14/19,MEM,@,HOU,L,1,15,2,6,0.333,0,2,0,2,4,0.5,2,2,1,0,1,1,2,0,0,0,3,8,5.1
19753,Vince Carter\cartevi01,42-000,G-F,1/26/19,ATL,@,POR,L,0,15,2,5,0.4,0,1,0,2,4,0.5,0,2,0,1,3,4,1,0,1,0,1,6,5.1
19754,Vince Carter\cartevi01,41-354,G-F,1/15/19,ATL,,OKC,W,0,15,4,7,0.571,1,1,1,3,6,0.5,0,0,,0,0,0,1,1,0,2,2,11,6.6
19755,Vince Carter\cartevi01,41-348,G-F,1/9/19,ATL,@,BRK,L,0,15,1,4,0.25,0,1,0,1,3,0.333,0,0,,1,1,2,0,1,1,0,2,3,2.5
19756,Michael Carter-Williams\cartemi01,27-163,G,3/22/19,ORL,,MEM,W,0,15,0,2,0,0,2,0,0,0,,0,0,,0,5,5,4,1,1,1,0,0,3.6
19757,Michael Carter-Williams\cartemi01,27-020,G,10/30/18,HOU,,POR,L,0,15,2,4,0.5,2,2,1,0,2,0,2,4,0.5,0,1,1,2,2,1,1,2,6,5.8
19758,Omri Casspi\casspom01,30-130,F,10/30/18,MEM,,WAS,W,0,15,3,6,0.5,2,5,0.4,1,1,1,1,2,0.5,0,3,3,0,1,0,0,2,8,5.7
19759,Omri Casspi\casspom01,30-163,F,12/2/18,MEM,@,PHI,L,0,15,0,2,0,0,1,0,0,1,0,0,0,,0,8,8,0,0,0,1,0,0,0
19760,Omri Casspi\casspom01,30-161,F,11/30/18,MEM,@,BRK,W,0,15,0,2,0,0,2,0,0,0,,1,2,0.5,2,1,3,1,0,0,0,1,1,1.2
19761,Tyson Chandler\chandty01,36-054,C,11/25/18,LAL,,ORL,L,0,15,1,1,1,1,1,1,0,0,,0,0,,0,3,3,1,0,0,2,1,2,0.9
19762,Tyson Chandler\chandty01,36-128,C,2/7/19,LAL,@,BOS,W,0,15,0,0,,0,0,,0,0,,0,0,,1,5,6,0,0,2,0,1,0,3.2
19763,Wilson Chandler\chandwi01,31-181,F,11/7/18,PHI,@,IND,W,0,15,1,3,0.333,1,1,1,0,2,0,0,0,,2,3,5,0,0,0,1,1,2,1.2
19764,Wilson Chandler\chandwi01,31-320,F,3/26/19,LAC,@,MIN,W,0,15,3,8,0.375,3,5,0.6,0,3,0,0,0,,0,6,6,0,1,0,1,2,6,2.6
19765,Wilson Chandler\chandwi01,31-330,F,4/5/19,LAC,,LAL,L,0,15,1,5,0.2,0,3,0,1,2,0.5,2,2,1,0,3,3,0,0,1,0,2,5,2.7
19766,Wilson Chandler\chandwi01,31-325,F,3/31/19,LAC,,MEM,W,0,15,1,3,0.333,1,1,1,0,2,0,1,1,1,0,4,4,3,0,0,1,2,3,2.8
19767,Marquese Chriss\chrisma01,21-238,F,2/25/19,CLE,,POR,L,0,15,1,3,0.333,0,1,0,1,2,0.5,3,4,0.75,1,2,3,0,0,1,0,5,6,3.9
19768,Marquese Chriss\chrisma01,21-234,F,2/21/19,CLE,,PHO,W,0,15,2,5,0.4,1,1,1,1,4,0.25,1,2,0.5,1,0,1,0,1,0,0,3,6,3.4
19769,Gary Clark\clarkga01,24-020,F,12/6/18,HOU,@,UTA,L,0,15,1,6,0.167,0,0,,1,6,0.167,0,0,,0,3,3,0,0,0,1,0,3,-0.9
19770,Gary Clark\clarkga01,23-362,F,11/13/18,HOU,@,DEN,W,0,15,0,2,0,0,0,,0,2,0,0,0,,1,1,2,1,0,0,0,3,0,-0.9
19771,Ian Clark\clarkia01,27-254,G,11/16/18,NOP,,NYK,W,0,15,1,8,0.125,1,7,0.143,0,1,0,2,2,1,1,0,1,3,0,0,0,2,4,0.8
19772,Ian Clark\clarkia01,27-248,G,11/10/18,NOP,,PHO,W,0,15,3,7,0.429,2,4,0.5,1,3,0.333,0,0,,0,4,4,2,0,0,2,0,7,3.9
19773,Zach Collins\colliza01,21-023,C-F,12/12/18,POR,@,MEM,L,0,15,0,2,0,0,1,0,0,1,0,0,0,,0,3,3,0,0,1,1,2,0,-1.6
19774,Zach Collins\colliza01,21-043,C-F,1/1/19,POR,@,SAC,W,0,15,2,7,0.286,2,4,0.5,0,3,0,0,0,,1,3,4,1,0,0,1,1,4,0.8
19775,Zach Collins\colliza01,21-068,C-F,1/26/19,POR,,ATL,W,0,15,3,6,0.5,2,5,0.4,1,1,1,0,0,,2,1,3,2,0,0,2,3,7,3.9
19776,Zach Collins\colliza01,21-104,C-F,3/3/19,POR,@,CHO,W,0,15,0,2,0,0,0,,0,2,0,0,0,,0,1,1,0,0,0,0,3,0,-2.3
19777,Zach Collins\colliza01,21-126,C-F,3/25/19,POR,,BRK,W,0,15,4,7,0.571,2,3,0.667,2,4,0.5,2,4,0.5,1,3,4,2,0,0,0,3,12,9.7
19778,Zach Collins\colliza01,20-335,C-F,10/20/18,POR,,SAS,W,0,15,4,5,0.8,2,2,1,2,3,0.667,1,2,0.5,1,4,5,0,1,0,2,4,11,8
19779,Zach Collins\colliza01,21-036,C-F,12/25/18,POR,@,UTA,L,0,15,4,6,0.667,4,5,0.8,0,1,0,2,4,0.5,1,2,3,2,0,0,2,2,10,6.5
19780,Zach Collins\colliza01,21-046,C-F,1/4/19,POR,,OKC,L,0,15,2,2,1,2,2,1,0,0,,2,2,1,0,4,4,0,0,0,0,0,6,6.6
19781,Pat Connaughton\connapa01,26-062,G,3/9/19,MIL,,CHO,W,0,15,1,2,0.5,1,1,1,0,1,0,0,0,,1,2,3,0,0,0,0,2,2,1.5
19782,Quinn Cook\cookqu01,25-327,G,2/13/19,GSW,@,POR,L,0,15,1,6,0.167,0,2,0,1,4,0.25,0,0,,0,1,1,0,0,0,0,1,3,-0.9
19783,Quinn Cook\cookqu01,25-358,G,3/16/19,GSW,@,OKC,W,0,15,3,5,0.6,1,1,1,2,4,0.5,0,0,,0,6,6,0,0,0,3,0,8,4.5
19784,DeMarcus Cousins\couside01,28-158,C-F,1/18/19,GSW,@,LAC,W,1,15,5,11,0.455,2,7,0.286,3,4,0.75,1,2,0.5,1,5,6,3,1,1,1,6,14,10.5
19785,Torrey Craig\craigto01,27-305,G-F,10/20/18,DEN,,PHO,W,0,15,1,3,0.333,1,1,1,0,2,0,0,0,,0,1,1,1,0,1,1,6,2,-1.4
19786,Jamal Crawford\crawfja01,38-274,G,12/19/18,PHO,@,BOS,W,0,15,1,4,0.25,0,2,0,1,2,0.5,0,0,,2,2,4,5,0,0,1,1,3,4.7
19787,Jamal Crawford\crawfja01,39-001,G,3/21/19,PHO,,DET,L,0,15,2,5,0.4,1,2,0.5,1,3,0.333,3,3,1,0,1,1,2,0,0,2,2,8,4.2
19788,Mitch Creek\creekmi01,26-283,G,2/4/19,BRK,,MIL,L,0,15,3,5,0.6,3,4,0.75,0,1,0,2,3,0.667,4,1,5,4,0,0,0,1,8,10.8
19789,Dante Cunningham\cunnida01,31-327,F,3/15/19,SAS,,NYK,W,0,15,0,1,0,0,1,0,0,0,,0,0,,1,0,1,0,1,0,0,1,0,0.6
19790,Dante Cunningham\cunnida01,31-308,F,2/24/19,SAS,@,NYK,L,0,15,2,3,0.667,2,2,1,0,1,0,0,0,,1,1,2,0,1,0,0,0,4,4.7
19791,Seth Curry\curryse01,28-124,G,12/25/18,POR,@,UTA,L,0,15,3,4,0.75,1,1,1,2,3,0.667,0,0,,0,0,0,2,1,0,1,0,8,7.8
19792,Seth Curry\curryse01,28-058,G,10/20/18,POR,,SAS,W,0,15,3,6,0.5,1,2,0.5,2,4,0.5,1,1,1,0,0,0,1,0,0,1,0,9,5.7
19793,Seth Curry\curryse01,28-182,G,2/21/19,POR,@,BRK,W,0,15,0,3,0,0,1,0,0,2,0,0,0,,0,0,0,0,1,0,1,1,0,-2.5
19794,Seth Curry\curryse01,28-073,G,11/4/18,POR,,MIN,W,0,15,1,3,0.333,0,1,0,1,2,0.5,0,0,,0,3,3,1,0,0,0,1,3,2.5
19795,Troy Daniels\danietr01,27-181,G,1/12/19,PHO,,DEN,W,0,15,1,3,0.333,0,0,,1,3,0.333,0,0,,1,0,1,0,0,0,0,1,3,1.6
19796,Troy Daniels\danietr01,27-171,G,1/2/19,PHO,,PHI,L,0,15,2,6,0.333,0,0,,2,6,0.333,0,0,,0,2,2,0,3,0,0,3,6,5
19797,Troy Daniels\danietr01,27-194,G,1/25/19,PHO,@,DEN,L,0,15,2,6,0.333,1,3,0.333,1,3,0.333,0,0,,0,0,0,0,0,0,1,2,5,-0.2
19798,Troy Daniels\danietr01,27-243,G,3/15/19,PHO,@,HOU,L,1,15,1,3,0.333,0,0,,1,3,0.333,0,0,,0,0,0,3,1,0,1,5,3,1.4
19799,Troy Daniels\danietr01,27-140,G,12/2/18,PHO,@,LAL,L,0,15,3,6,0.5,0,1,0,3,5,0.6,0,0,,0,3,3,0,0,0,0,1,9,6.5
19800,Ed Davis\davised01,29-164,F,11/16/18,BRK,@,WAS,W,0,15,1,3,0.333,1,3,0.333,0,0,,1,1,1,2,3,5,1,0,0,1,4,3,1.7
19801,Ed Davis\davised01,29-309,F,4/10/19,BRK,,MIA,W,0,15,3,5,0.6,3,5,0.6,0,0,,0,0,,3,7,10,0,0,0,0,0,6,7.9
19802,Ed Davis\davised01,29-152,F,11/4/18,BRK,,PHI,W,0,15,1,2,0.5,1,2,0.5,0,0,,0,0,,0,3,3,0,1,0,0,4,2,1.3
19803,Sam Dekker\dekkesa01,24-227,F,12/19/18,WAS,@,HOU,L,0,15,7,8,0.875,6,6,1,1,2,0.5,0,0,,0,2,2,0,1,0,1,3,15,11.6
19804,Sam Dekker\dekkesa01,24-268,F,1/29/19,WAS,@,CLE,L,0,15,3,5,0.6,3,4,0.75,0,1,0,1,2,0.5,1,2,3,1,0,0,0,0,7,6.3
19805,Sam Dekker\dekkesa01,24-301,F,3/3/19,WAS,,MIN,W,0,15,3,4,0.75,2,3,0.667,1,1,1,4,4,1,0,2,2,3,1,0,0,1,11,12.7
19806,Sam Dekker\dekkesa01,24-236,F,12/28/18,WAS,,CHI,L,0,15,3,6,0.5,3,6,0.5,0,0,,0,0,,1,4,5,0,1,0,0,1,6,5.5
19807,Matthew Dellavedova\dellama01,28-133,G,1/19/19,CLE,@,DEN,L,0,15,3,5,0.6,1,1,1,2,4,0.5,0,0,,1,1,2,1,0,0,0,0,8,7.4
19808,Luol Deng\denglu01,33-281,F,1/22/19,MIN,@,PHO,W,0,15,2,6,0.333,2,5,0.4,0,1,0,0,0,,0,5,5,0,0,0,1,0,4,1.1
19809,Luol Deng\denglu01,33-274,F,1/15/19,MIN,@,PHI,L,0,15,3,6,0.5,3,5,0.6,0,1,0,5,7,0.714,0,1,1,1,0,0,0,1,11,7.8
19810,Luol Deng\denglu01,33-297,F,2/7/19,MIN,@,ORL,L,0,15,1,3,0.333,0,2,0,1,1,1,0,0,,0,0,0,2,0,1,1,1,3,2
19811,Cheick Diallo\diallch01,22-090,F,12/12/18,NOP,,OKC,W,0,15,0,1,0,0,1,0,0,0,,0,0,,2,1,3,0,2,0,2,5,0,-1
19812,Cheick Diallo\diallch01,22-183,F,3/15/19,NOP,,POR,L,0,15,2,4,0.5,2,4,0.5,0,0,,0,0,,0,3,3,0,0,3,1,2,4,3.2
19813,Cheick Diallo\diallch01,22-167,F,2/27/19,NOP,@,LAL,L,0,15,3,6,0.5,3,6,0.5,0,0,,1,1,1,1,2,3,0,1,0,0,2,7,5.5
19814,Cheick Diallo\diallch01,22-109,F,12/31/18,NOP,,MIN,W,0,15,0,0,,0,0,,0,0,,1,2,0.5,1,8,9,0,0,0,1,1,1,2.3
19815,Gorgui Dieng\dienggo01,29-015,C,2/2/19,MIN,,DEN,L,0,15,4,6,0.667,4,5,0.8,0,1,0,2,2,1,1,4,5,1,0,0,0,1,10,9.6
19816,Gorgui Dieng\dienggo01,29-079,C,4/7/19,MIN,,OKC,L,0,15,4,8,0.5,4,8,0.5,0,0,,2,2,1,1,3,4,2,0,0,1,2,10,7.2
19817,Gorgui Dieng\dienggo01,29-064,C,3/23/19,MIN,@,MEM,W,0,15,1,6,0.167,1,6,0.167,0,0,,1,2,0.5,2,0,2,1,0,1,0,3,3,0.4
19818,Gorgui Dieng\dienggo01,28-314,C,11/28/18,MIN,,SAS,W,0,15,4,5,0.8,4,5,0.8,0,0,,0,0,,1,3,4,1,0,2,1,1,8,8.4
19819,Gorgui Dieng\dienggo01,29-006,C,1/24/19,MIN,@,LAL,W,0,15,2,7,0.286,2,5,0.4,0,2,0,0,0,,4,2,6,2,1,0,0,2,4,4.9
19820,Gorgui Dieng\dienggo01,28-281,C,10/26/18,MIN,,MIL,L,0,15,2,8,0.25,2,7,0.286,0,1,0,2,2,1,3,4,7,1,1,0,0,1,6,5.8
19821,Gorgui Dieng\dienggo01,29-062,C,3/21/19,MIN,@,CHO,L,0,15,2,5,0.4,2,5,0.4,0,0,,6,9,0.667,0,5,5,0,2,2,2,1,10,8.6
19822,Gorgui Dieng\dienggo01,28-277,C,10/22/18,MIN,,IND,W,0,15,2,3,0.667,2,2,1,0,1,0,5,6,0.833,1,6,7,0,0,1,1,2,9,8.7
19823,Donte DiVincenzo\divindo01,21-283,G,11/10/18,MIL,@,LAC,L,0,15,2,7,0.286,2,4,0.5,0,3,0,0,0,,0,2,2,0,0,0,1,1,4,-0.9
19824,Tyler Dorsey\dorsety01,22-241,G,10/17/18,ATL,@,NYK,L,0,15,3,8,0.375,3,6,0.5,0,2,0,0,0,,0,3,3,0,0,0,0,2,6,1.7
19825,Jared Dudley\dudleja01,33-117,F-G,11/4/18,BRK,,PHI,W,1,15,2,4,0.5,2,3,0.667,0,1,0,0,0,,1,1,2,1,1,0,1,4,4,2.1
19826,Jared Dudley\dudleja01,33-261,F-G,3/28/19,BRK,@,PHI,L,0,15,1,1,1,0,0,,1,1,1,2,2,1,0,0,0,1,0,0,0,2,5,4.6
19827,Jared Dudley\dudleja01,33-244,F-G,3/11/19,BRK,,DET,W,0,15,0,2,0,0,0,,0,2,0,0,0,,0,2,2,1,0,0,0,2,0,-0.9
19828,Jared Dudley\dudleja01,33-249,F-G,3/16/19,BRK,@,UTA,L,0,15,0,0,,0,0,,0,0,,0,0,,1,0,1,1,1,0,0,1,0,2
19829,Jared Dudley\dudleja01,33-136,F-G,11/23/18,BRK,,MIN,L,1,15,2,3,0.667,2,2,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,4,1.9
19830,Henry Ellenson\ellenhe01,22-049,F,3/3/19,NYK,@,LAC,L,0,15,1,5,0.2,1,3,0.333,0,2,0,3,4,0.75,0,3,3,0,0,0,2,4,5,-1.2
19831,Wayne Ellington\ellinwa01,31-101,G,3/10/19,DET,,CHI,W,1,15,5,6,0.833,2,2,1,3,4,0.75,0,0,,0,0,0,2,1,0,1,4,13,10.6
19832,James Ennis\ennisja01,28-222,F,2/8/19,PHI,,DEN,W,0,15,2,3,0.667,0,1,0,2,2,1,0,0,,0,3,3,2,1,0,0,0,6,8
19833,James Ennis\ennisja01,28-196,F,1/13/19,HOU,@,ORL,L,0,15,1,2,0.5,1,2,0.5,0,0,,0,2,0,0,2,2,0,0,0,1,1,2,-0.6
19834,Tyreke Evans\evansty01,29-040,G-F,10/29/18,IND,,POR,L,0,15,2,5,0.4,1,3,0.333,1,2,0.5,2,2,1,0,0,0,0,0,1,2,2,7,2.2
19835,Tyreke Evans\evansty01,29-109,G-F,1/6/19,IND,@,TOR,L,0,15,2,8,0.25,2,5,0.4,0,3,0,1,2,0.5,0,1,1,0,0,0,2,1,5,-2.3
19836,Tyreke Evans\evansty01,29-120,G-F,1/17/19,IND,,PHI,L,0,15,6,14,0.429,5,10,0.5,1,4,0.25,0,0,,1,1,2,0,1,0,0,2,13,6.8
19837,Tyreke Evans\evansty01,29-084,G-F,12/12/18,IND,,MIL,W,0,15,2,7,0.286,2,4,0.5,0,3,0,2,2,1,0,2,2,1,1,0,1,0,6,3.2
19838,Tyreke Evans\evansty01,29-118,G-F,1/15/19,IND,,PHO,W,0,15,6,8,0.75,5,7,0.714,1,1,1,7,8,0.875,1,3,4,0,1,0,1,3,20,16.8
19839,Tyreke Evans\evansty01,29-033,G-F,10/22/18,IND,@,MIN,L,0,15,1,5,0.2,1,4,0.25,0,1,0,0,0,,0,3,3,1,0,0,2,2,2,-2.3
19840,Tyreke Evans\evansty01,29-123,G-F,1/20/19,IND,,CHO,W,0,15,6,10,0.6,5,9,0.556,1,1,1,1,1,1,0,1,1,5,0,0,1,1,14,11.8
19841,Dante Exum\exumda01,23-103,G,10/24/18,UTA,@,HOU,W,0,15,3,6,0.5,2,5,0.4,1,1,1,2,2,1,0,0,0,1,0,0,0,0,9,6.7
19842,Dante Exum\exumda01,23-241,G,3/11/19,UTA,,OKC,L,0,15,0,5,0,0,3,0,0,2,0,0,0,,1,0,1,3,0,0,2,2,0,-3.5
19843,Kenneth Faried\farieke01,29-116,F,3/15/19,HOU,,PHO,W,0,15,3,6,0.5,3,6,0.5,0,0,,3,4,0.75,2,4,6,0,0,0,0,1,9,7.8
19844,Cristiano Felicio\feliccr01,26-116,F-C,10/31/18,CHI,,DEN,L,0,15,0,2,0,0,2,0,0,0,,2,2,1,2,2,4,0,0,0,1,3,2,0.4
19845,Cristiano Felicio\feliccr01,26-268,F-C,4/1/19,CHI,@,NYK,L,0,15,0,2,0,0,2,0,0,0,,1,2,0.5,2,5,7,2,0,0,1,1,1,2.1
19846,Cristiano Felicio\feliccr01,26-137,F-C,11/21/18,CHI,,PHO,W,0,15,2,3,0.667,2,3,0.667,0,0,,0,0,,0,3,3,1,0,0,2,3,4,1.1
19847,Cristiano Felicio\feliccr01,26-231,F-C,2/23/19,CHI,,BOS,W,0,15,3,5,0.6,3,5,0.6,0,0,,0,0,,1,6,7,0,0,0,0,1,6,5.8
19848,Cristiano Felicio\feliccr01,26-216,F-C,2/8/19,CHI,@,BRK,W,0,15,1,4,0.25,1,4,0.25,0,0,,3,4,0.75,1,3,4,0,0,1,1,2,5,2.7
19849,Terrance Ferguson\fergute01,20-212,G-F,12/15/18,OKC,,LAC,W,1,15,1,2,0.5,1,1,1,0,1,0,0,0,,0,2,2,0,0,0,0,3,2,0.4
19850,Yogi Ferrell\ferreyo01,25-316,G,3/21/19,SAC,,DAL,W,0,15,2,6,0.333,1,2,0.5,1,4,0.25,4,4,1,0,3,3,2,0,0,2,1,9,5.5
19851,Yogi Ferrell\ferreyo01,25-280,G,2/13/19,SAC,@,DEN,L,0,15,2,6,0.333,2,4,0.5,0,2,0,0,0,,0,2,2,2,2,0,1,0,4,3.6
19852,Yogi Ferrell\ferreyo01,25-326,G,3/31/19,SAC,@,SAS,W,0,15,4,8,0.5,2,4,0.5,2,4,0.5,0,0,,0,0,0,0,2,0,1,0,10,7
19853,Yogi Ferrell\ferreyo01,25-221,G,12/16/18,SAC,@,DAL,W,0,15,4,11,0.364,4,6,0.667,0,5,0,0,0,,0,1,1,3,0,0,0,1,8,3.9
19854,Yogi Ferrell\ferreyo01,25-277,G,2/10/19,SAC,,PHO,W,0,15,2,5,0.4,0,0,,2,5,0.4,1,1,1,0,2,2,4,1,0,0,1,7,8.3
19855,Yogi Ferrell\ferreyo01,25-294,G,2/27/19,SAC,,MIL,L,0,15,4,8,0.5,3,6,0.5,1,2,0.5,0,0,,0,1,1,3,0,0,0,2,9,6.6
19856,Yogi Ferrell\ferreyo01,25-219,G,12/14/18,SAC,,GSW,L,0,15,1,6,0.167,0,3,0,1,3,0.333,0,0,,0,3,3,3,0,0,1,1,3,0.8
19857,Yogi Ferrell\ferreyo01,25-237,G,1/1/19,SAC,,POR,L,0,15,4,4,1,4,4,1,0,0,,0,0,,0,0,0,2,1,0,0,0,8,9.2
19858,Yogi Ferrell\ferreyo01,25-290,G,2/23/19,SAC,@,OKC,W,0,15,1,3,0.333,0,0,,1,3,0.333,1,2,0.5,0,2,2,2,0,0,1,1,4,2.5
19859,Dorian Finney-Smith\finnedo01,25-248,F,1/7/19,DAL,,LAL,L,0,15,4,5,0.8,4,4,1,0,1,0,0,0,,3,5,8,0,1,0,1,0,8,9.7
19860,Tim Frazier\fraziti01,28-139,G,3/20/19,MIL,@,CLE,L,0,15,0,4,0,0,2,0,0,2,0,0,0,,0,1,1,0,0,0,0,1,0,-2.9
19861,Channing Frye\fryech01,35-251,C-F,1/23/19,CLE,@,BOS,L,0,15,1,5,0.2,1,3,0.333,0,2,0,0,0,,0,6,6,3,0,0,0,3,2,1.6
